seed_lot_id,species,storage_temperature,storage_relative_humidity,storage_duration_months,packaging_type,seed_moisture_content,dormancy_type,initial_viability,drying_method,germination_temperature,germination_relative_humidity,final_germination_percentage,viability_class,remaining_seed_stock,regeneration_needed
Eggplant_00019,Eggplant,4.3,79.7,297,plastic,10.17,none,90.47,silica_gel_dried,29.91,74.63,58.32,low,480,yes
Eggplant_00020,Eggplant,33.59,43.74,315,foil,3.76,none,76.81,sun-dried,22.87,90.58,52.77,low,611,yes
Eggplant_00021,Eggplant,6.25,56.82,535,paper,9.19,none,86.4,silica_gel_dried,26.17,89.83,35.77,non-viable,188,yes
Eggplant_00022,Eggplant,11.29,80.92,374,paper,11.38,physiological,77.9,air-dried,31.78,82.47,43.38,low,1944,yes
Eggplant_00023,Eggplant,23.25,38.72,488,vacuum,3.17,morphological,78.47,sun-dried,23.73,87.31,51.34,low,324,yes
Eggplant_00024,Eggplant,18.74,20.01,484,foil,3.0,physiological,62.69,sun-dried,23.58,81.82,41.39,low,2170,yes
Eggplant_00025,Eggplant,8.37,36.65,390,paper,6.86,physiological,67.08,silica_gel_dried,31.36,72.14,53.43,low,2410,yes
Eggplant_00026,Eggplant,25.61,58.74,121,foil,6.31,none,75.97,air-dried,27.3,74.76,53.26,low,1100,yes
Eggplant_00027,Eggplant,37.63,26.49,345,plastic,4.17,physiological,78.23,air-dried,22.45,76.33,33.66,non-viable,999,yes
Eggplant_00028,Eggplant,1.64,86.68,214,vacuum,7.83,none,86.79,silica_gel_dried,23.9,62.25,70.63,medium,1285,no
Eggplant_00029,Eggplant,-2.85,69.35,306,vacuum,6.5,none,84.24,sun-dried,27.58,72.81,80.65,medium,1938,no
Eggplant_00030,Eggplant,7.76,36.51,537,foil,4.29,morphological,79.71,air-dried,22.08,93.2,49.52,low,1889,yes
Eggplant_00031,Eggplant,11.27,48.83,256,foil,5.77,none,88.9,sun-dried,22.43,82.06,88.24,high,2677,no
Eggplant_00032,Eggplant,24.95,81.83,430,vacuum,7.6,none,62.8,air-dried,28.85,94.33,21.04,non-viable,1534,yes
Eggplant_00033,Eggplant,29.11,42.03,328,vacuum,4.54,morphological,96.8,silica_gel_dried,24.99,76.52,65.42,medium,678,no
Eggplant_00034,Eggplant,36.33,68.46,263,plastic,8.39,morphological,69.84,oven-dried,24.7,72.47,0.93,non-viable,2062,yes
Eggplant_00035,Eggplant,-0.65,87.8,256,vacuum,9.11,morphological,65.98,oven-dried,31.67,88.2,48.56,low,702,yes
Eggplant_00036,Eggplant,38.08,37.15,244,plastic,6.62,none,82.09,air-dried,28.21,91.43,0.0,non-viable,1641,yes
Eggplant_00037,Eggplant,20.04,45.24,500,foil,5.35,none,62.04,air-dried,33.94,67.22,30.04,non-viable,563,yes
Eggplant_00038,Eggplant,6.86,37.03,464,paper,7.02,none,99.0,silica_gel_dried,22.7,74.42,59.44,low,2090,yes
Eggplant_00039,Eggplant,11.06,20.57,167,plastic,4.71,physiological,86.19,silica_gel_dried,30.04,60.64,89.93,high,1639,no
Eggplant_00040,Eggplant,27.44,78.02,468,foil,8.19,none,91.69,silica_gel_dried,22.84,90.68,0.0,non-viable,2362,yes
Eggplant_00041,Eggplant,-0.09,68.79,504,paper,10.97,physiological,74.18,silica_gel_dried,34.99,81.31,34.76,non-viable,1246,yes
Eggplant_00042,Eggplant,2.12,64.8,139,plastic,7.94,physiological,63.03,air-dried,33.24,61.12,60.95,low,490,yes
Eggplant_00043,Eggplant,2.09,30.27,507,paper,6.58,physiological,52.16,sun-dried,28.48,64.06,29.67,non-viable,2471,yes
Eggplant_00044,Eggplant,39.69,45.79,366,vacuum,3.97,physiological,80.15,silica_gel_dried,26.81,65.63,11.62,non-viable,1961,yes
Eggplant_00045,Eggplant,18.8,75.26,279,paper,12.01,none,87.15,sun-dried,27.65,94.12,0.74,non-viable,2055,yes
Eggplant_00046,Eggplant,2.47,88.06,191,paper,12.08,none,92.75,oven-dried,32.0,66.9,54.78,low,56,yes
Eggplant_00047,Eggplant,2.49,65.58,257,foil,6.38,none,81.44,sun-dried,29.71,93.13,83.86,medium,940,no
Eggplant_00048,Eggplant,-4.26,72.99,598,foil,7.94,none,65.33,silica_gel_dried,22.43,73.83,29.57,non-viable,1967,yes
Eggplant_00049,Eggplant,-3.11,49.63,432,foil,5.76,physiological,68.72,sun-dried,22.06,93.29,54.3,low,2236,yes
Eggplant_00050,Eggplant,6.64,89.01,218,plastic,10.58,none,70.82,silica_gel_dried,23.66,61.17,40.87,low,162,yes
Eggplant_00051,Eggplant,-2.23,21.7,174,plastic,5.43,physiological,63.94,silica_gel_dried,34.87,67.86,63.25,low,1838,yes
Eggplant_00052,Eggplant,41.91,58.19,245,plastic,8.84,physiological,95.56,silica_gel_dried,29.8,70.15,0.24,non-viable,2517,yes
Eggplant_00053,Eggplant,37.77,69.99,131,vacuum,6.34,morphological,92.14,silica_gel_dried,27.67,67.32,0.0,non-viable,2389,yes
Eggplant_00054,Eggplant,0.95,69.75,82,foil,6.77,none,84.63,silica_gel_dried,34.0,85.79,82.9,medium,1343,no
Eggplant_00055,Eggplant,-1.91,55.92,316,plastic,7.05,none,80.51,sun-dried,29.6,93.07,76.77,medium,295,no
Eggplant_00056,Eggplant,13.68,79.82,329,glass_jar,7.83,none,66.55,oven-dried,32.66,61.43,44.14,low,1768,yes
Eggplant_00057,Eggplant,20.06,44.03,390,paper,7.75,morphological,67.57,oven-dried,32.7,70.26,46.26,low,632,yes
Eggplant_00058,Eggplant,38.91,71.56,316,plastic,10.02,none,84.85,air-dried,28.62,70.82,0.11,non-viable,594,yes
Eggplant_00059,Eggplant,-2.83,84.0,538,vacuum,8.28,none,83.91,air-dried,31.06,63.15,39.3,non-viable,303,yes
Eggplant_00060,Eggplant,39.29,70.95,450,paper,10.57,physiological,75.57,air-dried,33.61,92.04,0.44,non-viable,475,yes
Eggplant_00061,Eggplant,8.19,75.08,27,plastic,9.99,none,88.41,silica_gel_dried,32.79,94.92,80.52,medium,1537,no
Eggplant_00062,Eggplant,22.4,83.51,456,foil,7.29,morphological,77.71,air-dried,25.83,74.42,34.66,non-viable,2081,yes
Eggplant_00063,Eggplant,33.08,70.14,572,plastic,8.99,none,94.6,oven-dried,33.28,70.0,0.0,non-viable,667,yes
Eggplant_00064,Eggplant,5.89,57.74,411,foil,6.1,none,65.04,silica_gel_dried,30.28,64.3,52.92,low,2609,yes
Eggplant_00065,Eggplant,37.46,49.75,310,foil,5.12,none,84.72,sun-dried,33.05,87.63,0.39,non-viable,971,yes
Eggplant_00066,Eggplant,24.5,83.18,378,foil,7.72,morphological,92.41,air-dried,27.87,72.22,45.43,low,365,yes
Eggplant_00067,Eggplant,27.58,62.97,240,vacuum,5.35,none,83.58,oven-dried,22.74,92.91,60.51,low,1625,yes
Eggplant_00068,Eggplant,37.26,45.23,165,glass_jar,4.39,none,93.35,oven-dried,30.72,62.06,47.74,low,103,yes
Eggplant_00069,Eggplant,11.77,89.53,58,foil,7.79,none,91.98,oven-dried,30.99,71.9,68.94,medium,509,no
Eggplant_00070,Eggplant,31.88,77.93,51,glass_jar,8.74,none,82.25,sun-dried,33.18,65.96,52.73,low,2164,yes
Eggplant_00071,Eggplant,20.35,41.99,370,plastic,6.51,none,95.8,silica_gel_dried,25.97,82.55,65.66,medium,606,no
Eggplant_00072,Eggplant,5.34,45.87,433,paper,7.47,physiological,88.57,silica_gel_dried,27.07,61.04,61.16,low,1257,yes
Eggplant_00073,Eggplant,12.77,31.35,165,foil,3.75,none,61.41,sun-dried,34.96,77.69,56.89,low,1410,yes
Eggplant_00074,Eggplant,11.11,53.38,191,paper,9.2,none,93.9,oven-dried,30.03,89.27,62.04,low,1516,yes
Eggplant_00075,Eggplant,29.36,34.34,92,vacuum,3.0,physiological,63.57,oven-dried,34.72,83.79,64.74,low,1679,yes
Eggplant_00076,Eggplant,6.47,76.46,494,foil,8.19,none,66.8,air-dried,30.14,73.03,30.2,non-viable,2487,yes
Eggplant_00077,Eggplant,36.79,64.74,505,foil,6.04,physiological,67.81,silica_gel_dried,29.31,74.17,0.0,non-viable,2018,yes
Eggplant_00078,Eggplant,4.84,90.45,340,glass_jar,9.92,physiological,84.67,sun-dried,30.15,79.22,48.82,low,674,yes
Eggplant_00079,Eggplant,-0.14,86.31,428,plastic,11.33,none,66.28,sun-dried,31.96,89.24,30.97,non-viable,1987,yes
Eggplant_00080,Eggplant,6.99,25.7,516,paper,5.38,none,68.28,oven-dried,28.3,83.04,43.33,low,230,yes
Eggplant_00081,Eggplant,21.0,60.84,529,plastic,7.62,none,93.99,oven-dried,33.48,69.89,38.22,non-viable,10,yes
Eggplant_00082,Eggplant,35.23,45.64,421,vacuum,4.5,morphological,69.19,silica_gel_dried,29.63,76.23,29.26,non-viable,1066,yes
Eggplant_00083,Eggplant,39.58,55.3,410,foil,6.58,none,72.94,oven-dried,30.85,61.92,1.23,non-viable,514,yes
Eggplant_00084,Eggplant,-3.94,69.02,138,foil,8.82,physiological,80.15,air-dried,30.42,91.89,76.72,medium,2027,no
Eggplant_00085,Eggplant,-3.93,63.02,179,glass_jar,6.7,morphological,90.62,oven-dried,30.61,87.41,94.34,high,1998,no
Eggplant_00086,Eggplant,0.68,76.07,497,foil,7.75,physiological,79.22,oven-dried,29.71,94.1,42.67,low,556,yes
Eggplant_00087,Eggplant,25.11,47.54,451,plastic,6.69,none,71.55,air-dried,34.94,65.55,35.77,non-viable,1229,yes
Eggplant_00088,Eggplant,0.11,84.88,467,foil,8.81,physiological,86.05,air-dried,28.3,68.89,44.19,low,1271,yes
Eggplant_00089,Eggplant,31.79,74.19,251,glass_jar,7.71,physiological,88.74,air-dried,28.2,72.39,0.0,non-viable,586,yes
Eggplant_00090,Eggplant,6.66,38.96,458,glass_jar,4.47,none,86.96,silica_gel_dried,33.86,72.48,64.68,low,1192,yes
Eggplant_00091,Eggplant,40.6,58.57,491,plastic,7.51,physiological,64.7,oven-dried,34.72,70.12,1.27,non-viable,846,yes
Eggplant_00092,Eggplant,-2.72,37.58,413,paper,8.17,none,86.45,sun-dried,27.33,83.37,68.94,medium,558,no
Eggplant_00093,Eggplant,-3.98,81.34,281,paper,12.52,physiological,86.74,air-dried,24.01,70.15,53.79,low,2320,yes
Eggplant_00094,Eggplant,1.5,36.97,503,plastic,5.26,none,95.7,oven-dried,29.39,87.41,64.29,low,2068,yes
Eggplant_00095,Eggplant,40.86,76.13,448,glass_jar,7.0,none,98.75,silica_gel_dried,33.43,76.06,0.0,non-viable,427,yes
Eggplant_00096,Eggplant,16.18,35.8,203,plastic,5.74,physiological,96.74,oven-dried,25.15,87.0,89.05,high,1920,no
Eggplant_00097,Eggplant,12.21,57.34,413,paper,9.69,none,70.21,air-dried,32.28,64.16,39.04,non-viable,117,yes
Eggplant_00098,Eggplant,-2.61,49.72,490,foil,5.79,none,59.3,oven-dried,23.85,91.47,38.38,non-viable,1991,yes
Eggplant_00099,Eggplant,19.4,23.88,569,vacuum,3.44,none,87.7,silica_gel_dried,28.55,92.34,42.74,low,1468,yes
Eggplant_00100,Eggplant,8.24,52.75,105,vacuum,5.91,physiological,65.99,oven-dried,26.7,90.25,65.55,medium,1011,no
Eggplant_00101,Eggplant,0.5,29.89,362,foil,3.31,none,83.28,silica_gel_dried,22.0,86.61,81.84,medium,1367,no
Eggplant_00102,Eggplant,15.43,70.56,476,foil,7.4,physiological,83.81,oven-dried,31.34,80.24,39.16,non-viable,1802,yes
Eggplant_00103,Eggplant,9.92,85.21,48,foil,8.66,physiological,97.18,silica_gel_dried,24.43,61.68,79.24,medium,639,no
Eggplant_00104,Eggplant,10.74,32.19,561,foil,3.0,physiological,83.91,oven-dried,24.89,79.15,46.94,low,147,yes
Eggplant_00105,Eggplant,31.71,51.25,452,foil,4.96,none,65.68,silica_gel_dried,24.86,75.83,34.43,non-viable,528,yes
Eggplant_00106,Eggplant,-1.89,26.64,133,paper,7.05,none,80.87,air-dried,28.64,61.56,83.42,medium,1113,no
Eggplant_00107,Eggplant,8.79,24.68,254,glass_jar,4.08,none,64.76,oven-dried,33.43,64.78,65.63,medium,1731,no
Eggplant_00108,Eggplant,11.1,42.6,370,plastic,6.78,none,72.13,air-dried,24.17,76.15,54.42,low,1712,yes
Eggplant_00109,Eggplant,32.45,69.6,590,glass_jar,7.11,physiological,73.72,air-dried,26.21,92.6,1.16,non-viable,2594,yes
Eggplant_00110,Eggplant,3.15,40.4,439,vacuum,4.21,none,64.29,silica_gel_dried,24.6,67.57,54.53,low,2018,yes
Eggplant_00111,Eggplant,27.19,35.49,233,foil,4.07,physiological,69.62,sun-dried,28.48,68.21,53.64,low,50,yes
Eggplant_00112,Eggplant,28.17,30.69,480,vacuum,3.85,none,97.23,oven-dried,26.05,87.77,48.03,low,279,yes
Eggplant_00113,Eggplant,14.04,31.42,32,plastic,6.32,physiological,90.61,air-dried,34.47,65.14,88.92,high,682,no
Eggplant_00114,Eggplant,33.77,77.87,2,plastic,9.95,none,59.96,sun-dried,31.24,64.85,44.0,low,2246,yes
Eggplant_00115,Eggplant,10.07,71.03,177,plastic,9.59,physiological,75.68,oven-dried,25.62,85.74,50.62,low,2557,yes
Eggplant_00116,Eggplant,19.45,25.68,15,foil,3.0,none,62.91,silica_gel_dried,22.82,76.2,59.99,low,1771,yes
Eggplant_00117,Eggplant,10.01,33.82,90,vacuum,3.42,morphological,94.4,air-dried,32.6,80.88,94.03,high,1089,no
Eggplant_00118,Eggplant,20.37,89.66,123,vacuum,8.45,none,83.84,air-dried,34.18,75.2,45.33,low,1447,yes
Eggplant_00119,Eggplant,22.36,68.42,302,glass_jar,7.94,none,72.83,silica_gel_dried,32.56,76.8,52.88,low,73,yes
Eggplant_00120,Eggplant,20.52,80.09,50,vacuum,7.83,none,83.7,oven-dried,25.09,60.54,61.66,low,1070,yes
Eggplant_00121,Eggplant,18.21,51.32,521,vacuum,5.39,none,79.44,silica_gel_dried,33.66,68.12,31.85,non-viable,10,yes
Eggplant_00122,Eggplant,20.71,23.25,103,glass_jar,3.0,morphological,87.48,air-dried,22.6,82.29,89.38,high,2470,no
Eggplant_00123,Eggplant,35.98,38.08,534,plastic,5.92,physiological,91.41,silica_gel_dried,25.47,77.83,0.0,non-viable,10,yes
Eggplant_00124,Eggplant,-2.98,55.4,386,foil,5.64,none,63.56,air-dried,27.4,71.63,55.53,low,2547,yes
Eggplant_00125,Eggplant,7.3,44.65,263,paper,8.16,none,85.32,air-dried,26.34,81.53,70.85,medium,1641,no
Eggplant_00126,Eggplant,40.61,33.79,480,paper,8.11,none,69.11,oven-dried,22.27,67.89,0.0,non-viable,582,yes
Eggplant_00127,Eggplant,24.45,79.08,174,glass_jar,8.77,physiological,66.12,silica_gel_dried,32.91,88.2,39.2,non-viable,818,yes
Eggplant_00128,Eggplant,-3.65,28.59,175,plastic,5.3,none,80.58,oven-dried,33.51,70.29,82.63,medium,216,no
Eggplant_00129,Eggplant,29.88,55.86,501,foil,5.94,none,63.89,silica_gel_dried,30.06,78.09,14.12,non-viable,1550,yes
Eggplant_00130,Eggplant,9.18,49.51,301,plastic,7.07,none,68.94,air-dried,25.22,92.22,58.27,low,2625,yes
Eggplant_00131,Eggplant,41.65,89.23,210,glass_jar,9.35,none,61.36,oven-dried,25.99,85.66,2.68,non-viable,885,yes
Eggplant_00132,Eggplant,15.86,81.53,60,plastic,10.62,physiological,86.6,air-dried,31.41,69.5,53.58,low,1905,yes
Eggplant_00133,Eggplant,22.62,50.35,97,foil,5.42,physiological,84.68,air-dried,22.6,70.87,77.01,medium,2836,no
Eggplant_00134,Eggplant,23.36,88.58,329,glass_jar,8.86,physiological,90.39,oven-dried,26.87,89.47,26.36,non-viable,600,yes
Eggplant_00135,Eggplant,30.09,53.49,283,paper,9.61,none,75.31,air-dried,32.59,92.21,0.41,non-viable,2046,yes
Eggplant_00136,Eggplant,18.89,57.16,532,foil,5.88,physiological,72.09,air-dried,25.18,93.82,28.74,non-viable,827,yes
Eggplant_00137,Eggplant,5.08,20.12,333,paper,7.26,none,82.33,sun-dried,23.18,77.65,72.28,medium,10,yes
Eggplant_00138,Eggplant,15.3,67.03,172,foil,7.24,none,78.11,oven-dried,31.36,81.47,60.38,low,1625,yes
Eggplant_00139,Eggplant,12.71,87.96,73,foil,8.56,none,65.2,air-dried,26.22,87.42,47.95,low,1005,yes
Eggplant_00140,Eggplant,21.66,81.34,191,paper,11.71,physiological,79.5,oven-dried,34.69,73.05,6.61,non-viable,609,yes
Eggplant_00141,Eggplant,21.63,43.95,273,plastic,7.46,none,96.06,air-dried,24.89,72.38,61.78,low,2185,yes
Eggplant_00142,Eggplant,11.16,49.54,326,vacuum,5.68,physiological,69.37,oven-dried,25.26,79.51,67.82,medium,10,yes
Eggplant_00143,Eggplant,21.61,88.08,97,vacuum,7.74,morphological,74.14,silica_gel_dried,22.37,63.26,44.68,low,1552,yes
Eggplant_00144,Eggplant,7.18,28.08,229,plastic,5.13,none,79.71,sun-dried,34.24,90.8,79.85,medium,1669,no
Eggplant_00145,Eggplant,16.57,85.71,413,paper,12.41,none,79.44,air-dried,23.56,88.06,1.72,non-viable,1093,yes
Eggplant_00146,Eggplant,12.12,25.48,432,plastic,6.49,morphological,80.8,air-dried,28.81,86.78,50.72,low,10,yes
Eggplant_00147,Eggplant,-3.09,36.59,413,plastic,5.18,none,96.44,oven-dried,33.49,83.67,79.86,medium,1278,no
Eggplant_00148,Eggplant,26.18,64.5,528,foil,6.57,physiological,79.9,silica_gel_dried,28.88,86.41,28.9,non-viable,1181,yes
Eggplant_00149,Eggplant,9.27,32.79,289,foil,3.83,none,82.38,air-dried,26.35,92.68,81.13,medium,509,no
Eggplant_00150,Eggplant,13.03,27.18,142,paper,6.36,physiological,89.52,oven-dried,29.69,63.31,86.16,high,444,no
Eggplant_00151,Eggplant,30.66,26.74,423,paper,6.8,none,63.5,oven-dried,28.73,65.13,1.14,non-viable,2217,yes
Eggplant_00152,Eggplant,39.35,87.13,466,vacuum,9.06,morphological,85.96,oven-dried,33.49,71.35,0.0,non-viable,2578,yes
Eggplant_00153,Eggplant,-4.47,81.6,395,paper,11.98,none,69.72,oven-dried,23.29,93.75,38.95,non-viable,175,yes
Eggplant_00154,Eggplant,19.15,24.95,124,plastic,4.85,none,67.7,air-dried,28.04,77.01,64.97,low,2131,yes
Eggplant_00155,Eggplant,37.43,78.05,533,foil,8.75,physiological,70.56,silica_gel_dried,22.81,66.02,1.51,non-viable,894,yes
Eggplant_00156,Eggplant,31.91,54.52,302,vacuum,6.24,none,79.23,air-dried,26.95,77.44,22.79,non-viable,1900,yes
Eggplant_00157,Eggplant,11.02,59.17,176,glass_jar,6.64,physiological,76.01,sun-dried,31.23,68.96,74.21,medium,1425,no
Eggplant_00158,Eggplant,11.82,53.9,176,paper,9.23,none,64.87,sun-dried,24.93,81.21,47.83,low,2254,yes
Eggplant_00159,Eggplant,41.73,71.23,204,paper,10.93,physiological,61.63,air-dried,30.64,79.15,0.03,non-viable,2771,yes
Eggplant_00160,Eggplant,37.95,52.35,226,plastic,7.74,none,91.55,oven-dried,29.13,74.73,0.05,non-viable,2870,yes
Eggplant_00161,Eggplant,26.95,27.56,185,vacuum,3.0,none,97.95,oven-dried,29.6,76.84,96.63,high,1834,no
Eggplant_00162,Eggplant,38.31,30.68,416,foil,3.0,none,99.0,silica_gel_dried,28.99,66.22,39.45,non-viable,1996,yes
Eggplant_00163,Eggplant,7.91,58.55,425,plastic,8.91,physiological,60.13,sun-dried,28.48,60.9,35.19,non-viable,846,yes
Eggplant_00164,Eggplant,24.95,45.76,402,plastic,5.38,none,78.88,oven-dried,31.58,60.19,51.11,low,2598,yes
Eggplant_00165,Eggplant,13.13,20.49,7,vacuum,3.0,none,85.51,oven-dried,32.25,81.15,81.04,medium,956,no
Eggplant_00166,Eggplant,31.52,65.31,535,paper,10.63,none,79.26,air-dried,27.53,67.67,0.65,non-viable,996,yes
Eggplant_00167,Eggplant,1.89,87.63,444,plastic,10.61,none,94.73,silica_gel_dried,25.63,76.39,38.81,non-viable,1134,yes
Eggplant_00168,Eggplant,40.42,48.92,39,foil,5.55,morphological,61.06,air-dried,33.37,61.01,26.86,non-viable,262,yes
Eggplant_00169,Eggplant,26.8,40.32,350,vacuum,3.71,none,88.2,sun-dried,23.6,73.66,67.87,medium,10,yes
Eggplant_00170,Eggplant,18.86,33.85,65,plastic,5.97,none,92.18,air-dried,30.14,92.19,90.93,high,705,no
Eggplant_00171,Eggplant,38.92,67.63,451,vacuum,5.71,none,69.22,air-dried,32.05,64.87,0.7,non-viable,2270,yes
Eggplant_00172,Eggplant,7.6,86.31,399,vacuum,8.04,none,84.17,silica_gel_dried,24.0,90.0,46.85,low,523,yes
Eggplant_00173,Eggplant,11.37,84.04,25,vacuum,8.13,none,67.44,sun-dried,28.37,65.96,58.32,low,179,yes
Eggplant_00174,Eggplant,9.75,56.05,182,foil,6.36,none,73.99,oven-dried,25.81,71.64,70.99,medium,1759,no
Eggplant_00175,Eggplant,27.98,59.65,29,foil,6.24,physiological,91.3,sun-dried,26.63,83.16,83.26,medium,2777,no
Eggplant_00176,Eggplant,4.4,89.15,213,paper,12.25,none,94.22,oven-dried,28.0,62.33,50.67,low,1159,yes
Eggplant_00177,Eggplant,14.78,34.95,214,plastic,6.14,none,79.0,sun-dried,33.83,76.2,69.59,medium,2650,no
Eggplant_00178,Eggplant,35.7,43.5,355,paper,8.63,physiological,93.46,sun-dried,34.19,67.37,4.61,non-viable,2059,yes
Eggplant_00179,Eggplant,30.02,43.48,124,plastic,6.97,physiological,92.19,air-dried,31.18,87.73,63.32,low,189,yes
Eggplant_00180,Eggplant,19.53,40.06,435,foil,4.79,physiological,81.1,air-dried,29.58,77.79,49.2,low,1709,yes
Eggplant_00181,Eggplant,-4.72,44.95,458,vacuum,3.78,none,74.02,air-dried,32.39,90.76,52.85,low,2256,yes
Eggplant_00182,Eggplant,30.09,25.8,573,plastic,5.2,none,69.21,oven-dried,26.02,78.31,25.62,non-viable,1002,yes
Eggplant_00183,Eggplant,26.61,48.16,491,plastic,6.52,morphological,85.99,sun-dried,22.52,74.19,36.88,non-viable,2261,yes
Eggplant_00184,Eggplant,16.18,76.69,599,glass_jar,7.53,none,86.18,silica_gel_dried,25.89,63.52,26.18,non-viable,32,yes
Eggplant_00185,Eggplant,-0.34,90.42,517,plastic,9.83,none,88.73,oven-dried,28.08,85.99,32.4,non-viable,2328,yes
Eggplant_00186,Eggplant,-2.18,49.61,304,glass_jar,6.62,none,83.22,air-dried,34.19,89.56,81.96,medium,2624,no
Eggplant_00187,Eggplant,41.95,78.33,383,foil,8.19,none,64.53,sun-dried,30.46,73.29,0.23,non-viable,1692,yes
Eggplant_00188,Eggplant,21.61,54.65,553,glass_jar,5.57,none,86.41,oven-dried,22.5,69.87,34.73,non-viable,1292,yes
Eggplant_00189,Eggplant,27.0,42.75,65,paper,7.19,physiological,83.9,air-dried,29.8,72.2,58.07,low,2638,yes
Eggplant_00190,Eggplant,24.26,81.8,496,plastic,9.99,physiological,73.68,oven-dried,25.62,63.04,0.0,non-viable,2091,yes
Eggplant_00191,Eggplant,22.1,65.26,600,foil,6.58,physiological,96.77,air-dried,26.83,78.96,33.65,non-viable,1154,yes
Eggplant_00192,Eggplant,-1.13,91.34,104,paper,11.61,none,94.64,air-dried,32.49,75.43,69.13,medium,1487,no
Eggplant_00193,Eggplant,13.39,88.26,129,paper,11.94,none,79.7,sun-dried,29.77,93.03,42.48,low,622,yes
Eggplant_00194,Eggplant,0.2,69.58,558,foil,5.64,none,84.0,air-dried,26.29,69.54,45.68,low,651,yes
Eggplant_00195,Eggplant,9.36,84.78,144,glass_jar,8.54,physiological,90.0,air-dried,23.19,93.01,68.22,medium,2126,no
Eggplant_00196,Eggplant,29.99,26.98,402,vacuum,3.15,none,83.96,air-dried,26.56,86.88,55.85,low,1128,yes
Eggplant_00197,Eggplant,3.72,32.03,131,vacuum,3.21,physiological,75.22,sun-dried,26.66,81.03,79.38,medium,2832,no
Eggplant_00198,Eggplant,38.12,35.63,37,plastic,6.44,physiological,68.48,oven-dried,22.55,61.82,36.81,non-viable,2489,yes
Eggplant_00199,Eggplant,17.99,84.08,18,glass_jar,9.03,physiological,76.61,silica_gel_dried,22.13,82.03,61.85,low,1637,yes
Eggplant_00200,Eggplant,41.91,59.53,96,vacuum,6.49,physiological,70.18,silica_gel_dried,23.06,66.62,0.49,non-viable,2216,yes
Eggplant_00201,Eggplant,33.45,89.45,599,paper,13.32,morphological,88.21,silica_gel_dried,26.89,85.02,2.14,non-viable,1104,yes
Eggplant_00202,Eggplant,29.08,54.86,463,paper,9.03,none,96.4,air-dried,22.35,79.42,0.88,non-viable,516,yes
Eggplant_00203,Eggplant,12.32,66.77,6,plastic,8.57,physiological,99.0,silica_gel_dried,31.96,75.46,96.54,high,2910,no
Eggplant_00204,Eggplant,22.76,32.38,147,paper,7.51,none,82.54,air-dried,23.53,88.49,56.19,low,2660,yes
