seed_lot_id,species,storage_temperature,storage_relative_humidity,storage_duration_months,packaging_type,seed_moisture_content,dormancy_type,initial_viability,drying_method,germination_temperature,germination_relative_humidity,final_germination_percentage,viability_class,remaining_seed_stock,regeneration_needed
Chili_Pepper_00095,Chili Pepper,2.41,33.28,170,foil,3.95,morphological,81.52,oven-dried,26.66,66.11,80.59,medium,2415,no
Chili_Pepper_00096,Chili Pepper,-3.48,87.15,30,foil,8.3,none,67.68,silica_gel_dried,33.01,79.19,57.62,low,2494,yes
Chili_Pepper_00097,Chili Pepper,26.97,21.98,283,plastic,4.32,physiological,80.73,air-dried,32.39,76.51,63.27,low,1058,yes
Chili_Pepper_00098,Chili Pepper,-1.07,40.8,191,plastic,6.42,physiological,82.26,air-dried,22.43,88.44,85.04,high,2250,no
Chili_Pepper_00099,Chili Pepper,15.05,50.62,13,vacuum,5.05,morphological,77.52,silica_gel_dried,23.13,86.39,79.21,medium,2037,no
Chili_Pepper_00100,Chili Pepper,35.2,41.43,489,vacuum,4.96,physiological,67.08,sun-dried,22.85,64.26,20.14,non-viable,10,yes
Chili_Pepper_00101,Chili Pepper,15.21,57.12,444,vacuum,5.39,none,62.9,air-dried,24.43,86.51,44.57,low,621,yes
Chili_Pepper_00102,Chili Pepper,17.42,53.42,107,foil,4.63,physiological,92.63,oven-dried,28.16,79.68,89.49,high,1767,no
Chili_Pepper_00103,Chili Pepper,41.96,34.94,498,vacuum,3.84,none,81.36,oven-dried,34.58,85.13,1.42,non-viable,918,yes
Chili_Pepper_00104,Chili Pepper,20.44,57.7,350,plastic,8.34,none,87.76,air-dried,20.58,65.02,62.21,low,1499,yes
Chili_Pepper_00105,Chili Pepper,13.98,70.92,487,foil,8.07,none,95.81,silica_gel_dried,31.76,62.34,45.96,low,1480,yes
Chili_Pepper_00106,Chili Pepper,37.31,37.15,235,plastic,5.89,physiological,99.0,oven-dried,34.52,86.07,12.87,non-viable,645,yes
Chili_Pepper_00107,Chili Pepper,40.97,77.19,530,foil,6.17,none,64.08,oven-dried,27.2,69.93,0.02,non-viable,548,yes
Chili_Pepper_00108,Chili Pepper,6.2,47.36,6,plastic,8.02,none,91.56,oven-dried,32.78,61.46,92.85,high,1372,no
Chili_Pepper_00109,Chili Pepper,22.72,62.5,50,foil,4.82,none,86.52,air-dried,24.55,90.24,88.81,high,2498,no
Chili_Pepper_00110,Chili Pepper,22.12,90.23,439,plastic,10.75,physiological,80.66,air-dried,27.28,68.95,0.0,non-viable,2177,yes
Chili_Pepper_00111,Chili Pepper,20.69,64.92,333,plastic,8.42,none,83.66,silica_gel_dried,23.65,65.4,57.43,low,1082,yes
Chili_Pepper_00112,Chili Pepper,27.2,72.82,183,vacuum,6.46,none,71.41,air-dried,23.12,73.35,48.5,low,322,yes
Chili_Pepper_00113,Chili Pepper,8.11,32.88,422,plastic,5.76,physiological,86.74,oven-dried,29.64,72.65,72.46,medium,1268,no
Chili_Pepper_00114,Chili Pepper,25.61,20.26,600,foil,3.0,physiological,62.97,oven-dried,20.43,68.52,28.61,non-viable,952,yes
Chili_Pepper_00115,Chili Pepper,5.4,29.49,261,foil,3.0,none,70.94,silica_gel_dried,21.27,82.99,71.48,medium,2084,no
Chili_Pepper_00116,Chili Pepper,35.86,67.67,476,vacuum,7.24,none,91.98,sun-dried,28.44,92.61,0.0,non-viable,1111,yes
Chili_Pepper_00117,Chili Pepper,-4.43,56.15,589,plastic,8.78,none,76.61,silica_gel_dried,20.09,68.95,38.4,non-viable,1874,yes
Chili_Pepper_00118,Chili Pepper,28.7,63.71,234,plastic,9.53,none,65.22,silica_gel_dried,22.38,68.96,0.0,non-viable,2592,yes
Chili_Pepper_00119,Chili Pepper,11.13,64.98,332,plastic,7.96,morphological,85.24,oven-dried,30.1,84.05,67.04,medium,1866,no
Chili_Pepper_00120,Chili Pepper,33.49,24.3,226,paper,6.73,physiological,66.61,air-dried,24.33,77.77,39.92,non-viable,1327,yes
Chili_Pepper_00121,Chili Pepper,-0.67,78.25,470,foil,7.56,none,70.59,air-dried,26.28,73.11,45.75,low,1661,yes
Chili_Pepper_00122,Chili Pepper,13.57,22.95,86,foil,3.0,none,70.93,oven-dried,25.79,89.19,69.97,medium,1977,no
Chili_Pepper_00123,Chili Pepper,-1.44,77.22,477,foil,7.25,none,92.18,silica_gel_dried,27.64,80.63,59.73,low,1048,yes
Chili_Pepper_00124,Chili Pepper,1.47,86.14,248,vacuum,9.17,none,79.71,sun-dried,24.07,72.61,65.16,medium,202,no
Chili_Pepper_00125,Chili Pepper,19.23,20.52,184,vacuum,3.0,none,72.42,air-dried,31.02,75.13,71.99,medium,467,no
Chili_Pepper_00126,Chili Pepper,28.66,20.28,77,paper,5.7,none,74.91,silica_gel_dried,27.57,93.5,62.17,low,2073,yes
Chili_Pepper_00127,Chili Pepper,12.1,86.43,86,paper,10.7,none,88.16,silica_gel_dried,25.81,68.45,62.36,low,309,yes
Chili_Pepper_00128,Chili Pepper,1.76,70.64,231,plastic,8.7,morphological,80.86,silica_gel_dried,31.08,93.68,77.23,medium,2713,no
Chili_Pepper_00129,Chili Pepper,26.1,60.77,316,paper,8.26,none,64.05,air-dried,25.4,81.81,42.42,low,1694,yes
Chili_Pepper_00130,Chili Pepper,10.57,78.05,576,paper,11.65,none,91.44,oven-dried,20.47,94.36,33.72,non-viable,719,yes
Chili_Pepper_00131,Chili Pepper,20.66,66.84,401,paper,10.32,none,65.03,air-dried,21.45,76.33,38.88,non-viable,1480,yes
Chili_Pepper_00132,Chili Pepper,34.32,84.48,36,plastic,11.11,morphological,82.94,air-dried,34.74,87.8,33.62,non-viable,1157,yes
Chili_Pepper_00133,Chili Pepper,4.95,81.93,590,foil,7.32,physiological,87.58,sun-dried,22.65,71.6,36.46,non-viable,1334,yes
Chili_Pepper_00134,Chili Pepper,21.42,62.25,289,paper,10.29,morphological,89.79,oven-dried,32.89,74.99,60.64,low,190,yes
Chili_Pepper_00135,Chili Pepper,18.22,86.96,162,vacuum,7.5,none,70.28,air-dried,23.81,86.02,44.55,low,113,yes
Chili_Pepper_00136,Chili Pepper,31.27,32.26,46,plastic,4.93,physiological,77.35,silica_gel_dried,34.8,88.34,70.62,medium,2423,no
Chili_Pepper_00137,Chili Pepper,16.48,54.48,476,plastic,6.98,none,62.71,air-dried,29.28,94.42,31.0,non-viable,73,yes
Chili_Pepper_00138,Chili Pepper,25.89,54.99,399,paper,8.94,physiological,81.98,air-dried,26.66,88.8,10.54,non-viable,32,yes
Chili_Pepper_00139,Chili Pepper,34.57,32.18,46,plastic,5.19,physiological,73.29,silica_gel_dried,20.2,86.53,48.32,low,260,yes
Chili_Pepper_00140,Chili Pepper,27.24,56.54,43,foil,5.86,physiological,97.23,air-dried,33.05,61.24,92.68,high,1515,no
Chili_Pepper_00141,Chili Pepper,16.05,62.13,291,paper,9.79,none,68.93,sun-dried,29.4,65.19,47.66,low,2610,yes
Chili_Pepper_00142,Chili Pepper,38.31,39.53,96,foil,4.53,none,61.97,silica_gel_dried,32.82,67.35,30.72,non-viable,1361,yes
Chili_Pepper_00143,Chili Pepper,24.34,90.05,184,foil,9.03,none,62.82,silica_gel_dried,23.48,80.98,35.83,non-viable,263,yes
Chili_Pepper_00144,Chili Pepper,34.28,38.06,231,foil,3.49,physiological,87.45,air-dried,23.41,72.57,54.44,low,967,yes
Chili_Pepper_00145,Chili Pepper,0.35,47.37,266,foil,4.18,none,71.48,silica_gel_dried,34.34,90.45,72.6,medium,1543,no
Chili_Pepper_00146,Chili Pepper,19.15,23.85,270,foil,3.91,morphological,78.73,air-dried,26.0,78.48,80.46,medium,1428,no
Chili_Pepper_00147,Chili Pepper,19.06,27.02,342,vacuum,3.0,none,77.24,silica_gel_dried,22.72,93.97,78.01,medium,2118,no
Chili_Pepper_00148,Chili Pepper,34.06,61.76,2,foil,6.59,physiological,60.94,air-dried,23.17,79.38,54.35,low,602,yes
Chili_Pepper_00149,Chili Pepper,16.13,38.7,288,plastic,6.35,none,92.4,air-dried,31.51,90.53,79.95,medium,401,no
Chili_Pepper_00150,Chili Pepper,40.5,83.05,209,paper,11.44,physiological,76.48,silica_gel_dried,27.56,92.53,1.48,non-viable,1470,yes
Chili_Pepper_00151,Chili Pepper,-2.11,37.85,561,foil,3.82,physiological,69.87,oven-dried,26.57,77.46,39.57,non-viable,1060,yes
Chili_Pepper_00152,Chili Pepper,38.42,32.29,498,plastic,5.48,none,91.04,silica_gel_dried,26.31,68.59,0.0,non-viable,2163,yes
Chili_Pepper_00153,Chili Pepper,38.61,52.82,162,plastic,6.5,none,89.61,sun-dried,28.2,77.95,0.17,non-viable,1315,yes
Chili_Pepper_00154,Chili Pepper,32.17,80.96,256,foil,6.87,none,82.31,sun-dried,30.05,71.1,47.61,low,737,yes
Chili_Pepper_00155,Chili Pepper,2.88,30.73,339,foil,3.11,physiological,87.61,silica_gel_dried,20.15,65.97,83.84,medium,1931,no
Chili_Pepper_00156,Chili Pepper,34.11,72.96,577,vacuum,6.75,morphological,75.36,oven-dried,20.14,89.35,0.86,non-viable,1923,yes
Chili_Pepper_00157,Chili Pepper,19.67,32.89,462,plastic,6.85,physiological,77.82,sun-dried,28.94,60.18,39.88,non-viable,10,yes
Chili_Pepper_00158,Chili Pepper,20.15,47.39,267,vacuum,4.0,none,85.69,sun-dried,28.94,85.68,83.14,medium,154,no
Chili_Pepper_00159,Chili Pepper,26.59,52.94,437,foil,5.63,physiological,73.82,silica_gel_dried,33.11,79.36,39.71,non-viable,1596,yes
Chili_Pepper_00160,Chili Pepper,37.3,90.74,507,vacuum,8.67,physiological,66.94,silica_gel_dried,29.87,66.66,0.0,non-viable,1648,yes
Chili_Pepper_00161,Chili Pepper,4.98,25.9,540,vacuum,3.08,none,64.67,oven-dried,32.43,88.32,37.72,non-viable,1744,yes
Chili_Pepper_00162,Chili Pepper,39.53,79.58,157,plastic,9.45,none,89.41,oven-dried,31.55,74.56,0.3,non-viable,1564,yes
Chili_Pepper_00163,Chili Pepper,4.84,33.33,9,paper,7.27,none,68.23,sun-dried,20.27,69.91,68.18,medium,2291,no
Chili_Pepper_00164,Chili Pepper,29.63,87.86,482,plastic,9.99,morphological,65.66,silica_gel_dried,21.05,72.59,0.0,non-viable,1674,yes
Chili_Pepper_00165,Chili Pepper,15.66,75.24,429,paper,10.67,none,94.87,oven-dried,22.17,66.86,51.75,low,134,yes
Chili_Pepper_00166,Chili Pepper,39.72,51.05,299,plastic,7.05,none,82.79,oven-dried,20.31,69.97,0.0,non-viable,448,yes
Chili_Pepper_00167,Chili Pepper,1.26,84.32,349,paper,11.6,physiological,68.37,air-dried,33.48,63.75,43.18,low,716,yes
Chili_Pepper_00168,Chili Pepper,7.99,41.99,520,paper,8.83,none,66.13,oven-dried,33.99,87.09,27.46,non-viable,121,yes
Chili_Pepper_00169,Chili Pepper,0.13,47.61,144,foil,5.24,none,95.78,silica_gel_dried,22.16,60.36,95.35,high,687,no
Chili_Pepper_00170,Chili Pepper,1.77,77.38,211,plastic,9.54,physiological,64.57,sun-dried,30.59,73.29,56.2,low,1963,yes
Chili_Pepper_00171,Chili Pepper,30.29,67.57,232,plastic,8.46,none,75.94,sun-dried,34.41,69.85,9.48,non-viable,2734,yes
Chili_Pepper_00172,Chili Pepper,2.49,20.89,449,plastic,4.41,none,74.33,silica_gel_dried,26.65,88.8,57.59,low,241,yes
Chili_Pepper_00173,Chili Pepper,40.97,66.4,45,foil,7.44,none,74.84,silica_gel_dried,29.06,90.88,24.62,non-viable,1157,yes
Chili_Pepper_00174,Chili Pepper,32.77,81.78,522,plastic,9.89,none,74.98,silica_gel_dried,21.96,69.53,1.28,non-viable,855,yes
Chili_Pepper_00175,Chili Pepper,-1.72,67.33,441,foil,6.67,none,67.04,air-dried,25.8,74.2,50.99,low,602,yes
Chili_Pepper_00176,Chili Pepper,19.32,59.89,177,plastic,8.08,none,80.75,oven-dried,34.51,80.02,56.59,low,2297,yes
Chili_Pepper_00177,Chili Pepper,25.95,38.83,428,foil,4.05,physiological,92.6,silica_gel_dried,23.07,81.35,61.73,low,311,yes
Chili_Pepper_00178,Chili Pepper,39.59,43.96,518,plastic,7.13,none,76.37,air-dried,33.86,87.01,0.0,non-viable,628,yes
Chili_Pepper_00179,Chili Pepper,32.38,44.56,145,plastic,7.98,none,79.06,silica_gel_dried,25.21,82.43,48.88,low,473,yes
Chili_Pepper_00180,Chili Pepper,17.66,63.69,12,foil,6.67,physiological,64.47,sun-dried,22.97,79.13,63.06,low,2543,yes
Chili_Pepper_00181,Chili Pepper,3.69,53.62,161,foil,5.2,morphological,82.18,oven-dried,21.39,90.47,82.84,medium,1524,no
Chili_Pepper_00182,Chili Pepper,15.68,25.39,549,vacuum,3.0,none,81.98,air-dried,26.23,83.87,46.49,low,2260,yes
Chili_Pepper_00183,Chili Pepper,40.82,58.53,70,foil,6.34,none,85.32,silica_gel_dried,27.77,76.03,29.7,non-viable,1100,yes
Chili_Pepper_00184,Chili Pepper,3.64,91.09,364,foil,7.82,physiological,57.96,silica_gel_dried,21.53,84.16,40.75,low,384,yes
Chili_Pepper_00185,Chili Pepper,0.28,22.22,50,paper,6.49,none,92.97,air-dried,22.03,87.97,92.09,high,1718,no
Chili_Pepper_00186,Chili Pepper,21.44,33.84,367,foil,4.53,none,99.0,oven-dried,34.4,71.58,85.95,high,2326,no
Chili_Pepper_00187,Chili Pepper,28.84,39.71,491,foil,3.86,none,77.32,air-dried,24.37,79.02,38.05,non-viable,883,yes
Chili_Pepper_00188,Chili Pepper,33.53,28.95,437,foil,4.52,none,71.12,oven-dried,21.25,82.21,34.39,non-viable,1999,yes
Chili_Pepper_00189,Chili Pepper,37.04,37.51,93,vacuum,4.25,none,82.64,silica_gel_dried,22.35,82.55,42.38,low,2465,yes
Chili_Pepper_00190,Chili Pepper,7.47,60.22,496,foil,5.93,physiological,89.75,air-dried,32.84,65.84,55.15,low,2290,yes
