seed_lot_id,species,storage_temperature,storage_relative_humidity,storage_duration_months,packaging_type,seed_moisture_content,dormancy_type,initial_viability,drying_method,germination_temperature,germination_relative_humidity,final_germination_percentage,viability_class,remaining_seed_stock,regeneration_needed
Chili_Pepper_00033,Chili Pepper,17.44,27.64,22,foil,3.0,none,80.96,air-dried,32.46,69.62,81.05,medium,386,no
Chili_Pepper_00034,Chili Pepper,12.2,23.0,31,plastic,3.36,physiological,84.69,silica_gel_dried,21.25,76.88,86.0,high,639,no
Chili_Pepper_00035,Chili Pepper,34.38,27.01,94,foil,3.06,none,81.59,silica_gel_dried,34.03,79.1,85.48,high,2702,no
Chili_Pepper_00036,Chili Pepper,31.13,39.31,29,plastic,7.05,morphological,95.92,silica_gel_dried,29.88,78.48,94.37,high,2080,no
Chili_Pepper_00037,Chili Pepper,9.76,65.05,37,foil,6.45,none,65.92,silica_gel_dried,28.81,88.24,64.56,low,2323,yes
Chili_Pepper_00038,Chili Pepper,21.91,75.68,112,paper,10.33,none,65.89,sun-dried,23.41,68.84,60.33,low,1399,yes
Chili_Pepper_00039,Chili Pepper,7.97,66.86,9,plastic,7.37,none,63.41,air-dried,21.28,91.32,65.49,medium,984,no
Chili_Pepper_00040,Chili Pepper,16.28,56.56,5,paper,9.03,none,75.32,sun-dried,22.01,70.87,75.09,medium,1917,no
Chili_Pepper_00041,Chili Pepper,11.59,52.83,42,plastic,6.82,morphological,86.38,sun-dried,23.22,69.91,88.14,high,706,no
Chili_Pepper_00042,Chili Pepper,25.9,81.17,109,plastic,9.63,none,72.11,sun-dried,21.81,82.28,13.78,non-viable,780,yes
Chili_Pepper_00043,Chili Pepper,12.41,84.54,95,plastic,9.33,none,65.71,oven-dried,33.54,76.51,66.17,medium,1898,no
Chili_Pepper_00044,Chili Pepper,16.58,21.17,1,plastic,3.56,physiological,74.04,air-dried,34.19,76.66,71.46,medium,1470,no
Chili_Pepper_00045,Chili Pepper,28.81,58.56,57,vacuum,6.23,none,66.5,silica_gel_dried,24.73,85.23,71.05,medium,1264,no
Chili_Pepper_00046,Chili Pepper,14.41,49.7,58,paper,8.41,none,69.37,oven-dried,32.96,84.02,71.86,medium,2626,no
Chili_Pepper_00047,Chili Pepper,37.6,90.17,106,vacuum,8.3,none,72.01,air-dried,32.51,89.39,4.73,non-viable,2476,yes
Chili_Pepper_00048,Chili Pepper,3.48,70.21,125,foil,7.21,none,58.17,sun-dried,22.27,89.94,62.58,low,2615,yes
Chili_Pepper_00049,Chili Pepper,29.83,60.11,27,foil,6.52,morphological,94.95,air-dried,24.46,85.2,98.38,high,1090,no
Chili_Pepper_00050,Chili Pepper,14.85,31.73,96,foil,3.0,physiological,76.44,sun-dried,30.32,82.61,77.17,medium,1892,no
Chili_Pepper_00051,Chili Pepper,15.04,89.94,103,foil,8.61,none,99.0,air-dried,29.44,73.55,98.29,high,1125,no
Chili_Pepper_00052,Chili Pepper,24.82,32.34,89,foil,4.46,none,66.22,oven-dried,23.1,65.98,62.56,low,2170,yes
Chili_Pepper_00053,Chili Pepper,19.58,61.68,13,plastic,7.93,none,88.48,air-dried,32.63,85.05,89.52,high,870,no
Chili_Pepper_00054,Chili Pepper,14.5,26.62,25,vacuum,3.0,morphological,69.75,air-dried,32.01,91.88,68.72,medium,2219,no
Chili_Pepper_00055,Chili Pepper,-4.93,30.38,113,plastic,5.57,none,99.0,air-dried,20.69,91.12,97.24,high,1060,no
Chili_Pepper_00056,Chili Pepper,-0.66,35.84,140,foil,3.69,none,78.89,silica_gel_dried,20.25,66.93,75.65,medium,2686,no
Chili_Pepper_00057,Chili Pepper,28.34,88.58,124,foil,7.91,none,75.62,air-dried,26.73,62.66,52.19,low,2113,yes
Chili_Pepper_00058,Chili Pepper,19.64,66.38,79,foil,5.37,none,98.3,silica_gel_dried,34.24,88.82,98.66,high,2453,no
Chili_Pepper_00059,Chili Pepper,27.72,68.92,133,plastic,8.71,none,73.92,air-dried,31.37,86.18,0.0,non-viable,83,yes
Chili_Pepper_00060,Chili Pepper,39.91,22.23,133,vacuum,3.0,physiological,71.83,sun-dried,30.15,85.57,73.61,medium,2543,no
Chili_Pepper_00061,Chili Pepper,27.1,75.84,128,plastic,9.43,none,66.88,air-dried,29.66,82.04,1.27,non-viable,1021,yes
Chili_Pepper_00062,Chili Pepper,-2.5,61.33,26,vacuum,6.17,physiological,79.92,air-dried,20.82,94.98,81.62,medium,2273,no
Chili_Pepper_00063,Chili Pepper,9.52,76.19,126,paper,10.92,physiological,98.48,silica_gel_dried,28.38,80.61,99.0,high,1145,no
Chili_Pepper_00064,Chili Pepper,22.85,66.47,132,vacuum,6.57,physiological,80.4,air-dried,24.73,84.73,80.5,medium,63,yes
Chili_Pepper_00065,Chili Pepper,6.05,60.71,10,foil,6.01,none,61.41,oven-dried,25.74,85.59,62.44,low,1159,yes
Chili_Pepper_00066,Chili Pepper,40.35,23.49,102,vacuum,3.0,none,72.11,sun-dried,20.77,76.53,71.48,medium,1413,no
Chili_Pepper_00067,Chili Pepper,39.42,52.27,86,plastic,5.88,physiological,78.25,oven-dried,29.85,89.71,0.0,non-viable,2011,yes
Chili_Pepper_00068,Chili Pepper,34.87,51.18,35,paper,8.97,none,72.3,silica_gel_dried,33.95,75.22,5.69,non-viable,2682,yes
Chili_Pepper_00069,Chili Pepper,17.2,76.38,77,plastic,9.73,none,85.27,oven-dried,24.92,88.18,85.22,high,1032,no
Chili_Pepper_00070,Chili Pepper,34.55,45.89,60,vacuum,4.31,none,75.4,oven-dried,29.65,74.64,75.64,medium,1808,no
Chili_Pepper_00071,Chili Pepper,1.16,78.08,6,plastic,8.75,none,76.95,silica_gel_dried,29.71,63.62,77.69,medium,2420,no
Chili_Pepper_00072,Chili Pepper,9.51,74.21,115,foil,6.98,none,76.09,oven-dried,30.25,84.99,76.76,medium,994,no
Chili_Pepper_00073,Chili Pepper,16.76,28.08,26,foil,3.0,none,78.26,silica_gel_dried,34.06,79.72,76.27,medium,2767,no
Chili_Pepper_00074,Chili Pepper,29.87,28.02,131,vacuum,3.0,none,87.66,sun-dried,32.28,76.65,90.15,high,1866,no
Chili_Pepper_00075,Chili Pepper,17.83,68.15,15,plastic,8.52,physiological,78.38,air-dried,34.42,67.2,79.95,medium,352,no
Chili_Pepper_00076,Chili Pepper,1.43,51.63,48,foil,4.95,none,87.57,air-dried,33.15,82.64,89.89,high,2352,no
Chili_Pepper_00077,Chili Pepper,11.15,73.34,134,vacuum,7.82,physiological,92.21,oven-dried,25.5,66.6,89.94,high,1684,no
Chili_Pepper_00078,Chili Pepper,10.25,35.63,27,paper,6.54,physiological,63.53,oven-dried,34.68,79.51,63.8,low,1306,yes
Chili_Pepper_00079,Chili Pepper,9.12,72.31,37,foil,6.18,none,70.59,air-dried,30.98,91.36,73.66,medium,2923,no
Chili_Pepper_00080,Chili Pepper,2.78,35.04,7,foil,3.87,physiological,89.13,oven-dried,23.19,73.29,88.81,high,2610,no
Chili_Pepper_00081,Chili Pepper,14.5,33.6,138,foil,3.64,physiological,68.92,oven-dried,26.71,64.43,69.12,medium,2328,no
Chili_Pepper_00082,Chili Pepper,16.06,81.12,7,plastic,9.23,none,94.75,sun-dried,30.16,64.81,97.85,high,1847,no
Chili_Pepper_00083,Chili Pepper,31.42,81.02,99,foil,8.69,physiological,61.07,oven-dried,27.09,71.9,0.37,non-viable,2362,yes
Chili_Pepper_00084,Chili Pepper,32.43,61.36,51,plastic,8.27,morphological,65.79,oven-dried,20.71,72.46,51.41,low,2011,yes
Chili_Pepper_00085,Chili Pepper,19.55,91.11,75,plastic,10.39,physiological,89.65,silica_gel_dried,28.63,62.95,91.11,high,1946,no
Chili_Pepper_00086,Chili Pepper,16.65,90.08,98,vacuum,8.07,none,90.93,air-dried,22.77,88.05,89.84,high,1951,no
Chili_Pepper_00087,Chili Pepper,31.58,70.74,41,vacuum,5.29,none,65.87,silica_gel_dried,28.2,63.36,62.1,low,1281,yes
Chili_Pepper_00088,Chili Pepper,36.7,72.51,117,plastic,9.56,none,94.83,silica_gel_dried,34.78,82.77,0.0,non-viable,1561,yes
Chili_Pepper_00089,Chili Pepper,26.72,72.72,134,foil,6.15,none,78.3,air-dried,27.82,66.35,79.63,medium,1215,no
Chili_Pepper_00090,Chili Pepper,32.62,68.51,64,plastic,8.41,none,90.7,oven-dried,21.41,94.06,6.85,non-viable,941,yes
Chili_Pepper_00091,Chili Pepper,39.14,24.06,136,vacuum,3.0,physiological,79.46,oven-dried,30.43,89.46,82.53,medium,2369,no
Chili_Pepper_00092,Chili Pepper,-3.09,81.03,127,plastic,10.36,none,89.15,oven-dried,33.67,67.98,91.11,high,2775,no
Chili_Pepper_00093,Chili Pepper,36.16,72.12,98,paper,11.03,none,84.84,oven-dried,29.1,77.66,0.0,non-viable,1055,yes
Chili_Pepper_00094,Chili Pepper,8.0,39.52,141,paper,7.43,physiological,83.28,air-dried,33.77,62.78,85.57,high,1933,no
Chili_Pepper_00095,Chili Pepper,17.36,84.34,11,paper,11.19,none,75.2,air-dried,31.8,77.42,73.4,medium,96,yes
Chili_Pepper_00096,Chili Pepper,32.45,66.74,37,plastic,8.24,morphological,73.87,oven-dried,22.35,75.81,69.9,medium,222,no
Chili_Pepper_00097,Chili Pepper,28.71,22.54,49,foil,3.0,none,62.0,air-dried,20.62,76.68,62.07,low,2432,yes
Chili_Pepper_00098,Chili Pepper,1.92,32.74,137,foil,3.62,none,74.8,sun-dried,22.48,89.38,77.49,medium,2359,no
Chili_Pepper_00099,Chili Pepper,25.96,67.65,10,plastic,8.32,morphological,81.66,sun-dried,21.4,82.08,85.21,high,965,no
Chili_Pepper_00100,Chili Pepper,-1.75,45.94,13,foil,4.98,physiological,86.2,air-dried,24.72,79.89,85.87,high,842,no
Chili_Pepper_00101,Chili Pepper,11.78,30.17,129,plastic,5.07,physiological,70.65,air-dried,25.17,93.96,71.43,medium,1428,no
Chili_Pepper_00102,Chili Pepper,33.2,23.9,35,plastic,4.65,none,70.41,oven-dried,29.27,91.33,70.18,medium,1914,no
Chili_Pepper_00103,Chili Pepper,15.1,61.66,142,vacuum,5.41,none,70.36,oven-dried,20.15,92.13,67.23,medium,2773,no
Chili_Pepper_00104,Chili Pepper,23.19,79.48,22,plastic,9.65,none,90.03,oven-dried,31.37,93.08,91.32,high,1668,no
Chili_Pepper_00105,Chili Pepper,29.22,89.88,124,paper,13.08,none,85.37,oven-dried,30.66,84.73,0.0,non-viable,2155,yes
Chili_Pepper_00106,Chili Pepper,33.6,29.63,108,vacuum,3.0,none,85.95,sun-dried,25.02,89.18,86.3,high,2142,no
Chili_Pepper_00107,Chili Pepper,30.74,42.23,3,plastic,7.59,physiological,80.98,silica_gel_dried,29.86,74.11,82.73,medium,98,yes
Chili_Pepper_00108,Chili Pepper,-4.66,43.35,97,vacuum,3.0,physiological,67.18,silica_gel_dried,27.32,69.43,66.8,medium,2211,no
Chili_Pepper_00109,Chili Pepper,14.75,59.42,107,vacuum,5.41,morphological,58.64,oven-dried,32.52,72.76,54.82,low,2841,yes
Chili_Pepper_00110,Chili Pepper,16.77,27.34,43,paper,6.52,none,73.06,oven-dried,24.17,93.64,75.47,medium,240,no
Chili_Pepper_00111,Chili Pepper,-2.39,89.4,40,foil,8.83,physiological,85.19,silica_gel_dried,30.46,66.36,86.63,high,2251,no
Chili_Pepper_00112,Chili Pepper,20.45,23.49,118,plastic,4.69,none,75.01,silica_gel_dried,22.54,84.2,73.1,medium,1191,no
Chili_Pepper_00113,Chili Pepper,23.57,56.43,93,foil,4.75,none,83.94,air-dried,32.11,81.77,81.01,medium,2516,no
Chili_Pepper_00114,Chili Pepper,33.94,90.87,17,foil,8.38,none,74.64,oven-dried,30.95,64.14,70.75,medium,258,no
Chili_Pepper_00115,Chili Pepper,39.27,63.32,127,vacuum,6.3,none,66.51,air-dried,28.96,64.58,0.0,non-viable,269,yes
Chili_Pepper_00116,Chili Pepper,1.02,57.09,25,foil,6.01,physiological,68.44,oven-dried,21.74,66.55,64.82,low,139,yes
Chili_Pepper_00117,Chili Pepper,5.83,53.12,91,foil,5.43,physiological,95.13,silica_gel_dried,27.7,73.5,93.53,high,639,no
Chili_Pepper_00118,Chili Pepper,25.98,71.48,27,paper,9.9,none,61.15,oven-dried,23.27,70.09,61.39,low,819,yes
Chili_Pepper_00119,Chili Pepper,1.23,63.19,48,vacuum,6.02,none,78.32,silica_gel_dried,26.52,75.87,77.4,medium,2012,no
Chili_Pepper_00120,Chili Pepper,5.53,74.99,109,paper,10.83,none,98.6,silica_gel_dried,24.26,94.45,96.85,high,2129,no
Chili_Pepper_00121,Chili Pepper,22.02,72.33,104,paper,10.02,none,66.24,oven-dried,33.33,60.4,65.47,medium,643,no
Chili_Pepper_00122,Chili Pepper,2.97,72.82,108,plastic,9.5,none,75.13,air-dried,31.72,81.06,73.41,medium,790,no
Chili_Pepper_00123,Chili Pepper,31.76,61.9,68,plastic,6.93,none,63.49,sun-dried,21.57,62.91,61.7,low,98,yes
Chili_Pepper_00124,Chili Pepper,35.28,89.6,20,vacuum,7.71,physiological,78.97,silica_gel_dried,20.09,86.44,75.52,medium,995,no
Chili_Pepper_00125,Chili Pepper,-3.42,36.97,139,foil,3.61,none,62.71,air-dried,21.13,92.35,62.73,low,848,yes
Chili_Pepper_00126,Chili Pepper,20.03,54.55,130,foil,4.83,morphological,90.98,silica_gel_dried,29.06,69.58,93.09,high,153,no
Chili_Pepper_00127,Chili Pepper,32.46,32.4,25,paper,6.98,none,94.56,silica_gel_dried,33.3,90.96,94.84,high,557,no
Chili_Pepper_00128,Chili Pepper,40.83,69.87,108,foil,7.33,none,70.28,air-dried,26.07,73.52,0.0,non-viable,1106,yes
Chili_Pepper_00129,Chili Pepper,7.89,91.97,32,foil,9.61,morphological,71.12,oven-dried,31.63,62.92,69.1,medium,447,no
Chili_Pepper_00130,Chili Pepper,2.95,73.16,49,foil,7.78,physiological,65.16,air-dried,31.11,72.86,66.18,medium,1965,no
Chili_Pepper_00131,Chili Pepper,36.2,38.72,66,vacuum,3.67,none,81.84,oven-dried,34.92,69.96,80.06,medium,2425,no
Chili_Pepper_00132,Chili Pepper,37.73,85.03,118,foil,7.95,none,78.33,silica_gel_dried,28.64,88.6,0.3,non-viable,393,yes
Chili_Pepper_00133,Chili Pepper,4.28,22.87,134,foil,3.0,none,68.94,sun-dried,22.1,88.91,63.99,low,1261,yes
Chili_Pepper_00134,Chili Pepper,15.75,74.07,13,vacuum,5.89,none,74.12,oven-dried,20.91,89.87,73.82,medium,1767,no
Chili_Pepper_00135,Chili Pepper,28.8,59.05,102,foil,7.36,none,78.79,sun-dried,28.52,73.26,77.76,medium,2907,no
Chili_Pepper_00136,Chili Pepper,34.73,25.34,58,plastic,4.6,none,85.15,oven-dried,32.65,66.36,81.5,medium,1696,no
Chili_Pepper_00137,Chili Pepper,2.91,25.18,4,plastic,4.18,none,66.61,air-dried,23.82,77.01,67.03,medium,201,no
Chili_Pepper_00138,Chili Pepper,26.25,31.41,101,foil,3.29,physiological,77.77,air-dried,34.85,76.62,79.07,medium,2531,no
Chili_Pepper_00139,Chili Pepper,32.97,81.69,15,foil,7.1,none,83.35,oven-dried,25.86,74.44,83.34,medium,1805,no
Chili_Pepper_00140,Chili Pepper,20.84,25.19,76,vacuum,3.0,none,92.87,oven-dried,34.89,78.45,86.23,high,2224,no
Chili_Pepper_00141,Chili Pepper,2.74,49.5,64,vacuum,4.67,none,70.52,oven-dried,21.1,87.44,73.07,medium,1984,no
Chili_Pepper_00142,Chili Pepper,-3.33,55.9,101,vacuum,5.74,none,95.83,silica_gel_dried,23.88,92.12,94.76,high,873,no
Chili_Pepper_00143,Chili Pepper,8.23,42.55,21,paper,7.09,none,93.75,oven-dried,34.8,92.7,92.28,high,726,no
Chili_Pepper_00144,Chili Pepper,32.97,20.73,123,plastic,3.96,none,81.81,silica_gel_dried,21.99,82.18,81.9,medium,918,no
Chili_Pepper_00145,Chili Pepper,-2.9,25.19,135,vacuum,3.0,none,67.35,air-dried,25.75,87.04,66.23,medium,1589,no
Chili_Pepper_00146,Chili Pepper,-4.61,75.26,127,plastic,8.85,none,85.85,silica_gel_dried,34.11,64.7,88.86,high,2182,no
Chili_Pepper_00147,Chili Pepper,12.0,21.77,4,plastic,4.49,physiological,79.68,air-dried,21.63,68.78,78.85,medium,2622,no
Chili_Pepper_00148,Chili Pepper,-2.01,87.72,107,plastic,10.22,none,61.78,air-dried,31.75,79.77,62.64,low,1612,yes
Chili_Pepper_00149,Chili Pepper,2.03,77.63,104,foil,7.72,morphological,65.31,air-dried,24.84,92.72,67.41,medium,2698,no
Chili_Pepper_00150,Chili Pepper,-3.91,32.25,115,vacuum,4.26,none,86.73,air-dried,33.12,68.7,87.21,high,2271,no
Chili_Pepper_00151,Chili Pepper,19.66,33.05,60,foil,3.81,none,67.55,oven-dried,29.95,73.05,63.6,low,1194,yes
Chili_Pepper_00152,Chili Pepper,27.74,58.6,66,plastic,7.57,morphological,79.21,oven-dried,31.37,63.22,81.14,medium,2197,no
Chili_Pepper_00153,Chili Pepper,15.07,29.74,38,foil,3.0,morphological,78.93,oven-dried,32.59,73.39,78.89,medium,1262,no
Chili_Pepper_00154,Chili Pepper,1.32,63.33,30,vacuum,5.38,physiological,61.13,air-dried,28.67,83.03,62.51,low,2379,yes
Chili_Pepper_00155,Chili Pepper,10.57,29.66,139,plastic,4.99,none,63.42,air-dried,23.92,61.62,62.63,low,1362,yes
Chili_Pepper_00156,Chili Pepper,22.75,89.63,2,paper,12.22,none,64.89,silica_gel_dried,33.19,89.72,65.82,medium,2169,no
Chili_Pepper_00157,Chili Pepper,39.21,77.68,17,paper,10.37,none,88.3,sun-dried,31.87,93.5,0.0,non-viable,1931,yes
Chili_Pepper_00158,Chili Pepper,41.65,27.8,98,vacuum,3.09,physiological,80.34,air-dried,27.34,62.45,81.39,medium,339,no
Chili_Pepper_00159,Chili Pepper,6.36,35.67,105,vacuum,3.0,none,75.12,sun-dried,23.26,72.27,77.06,medium,290,no
Chili_Pepper_00160,Chili Pepper,-4.5,60.13,58,vacuum,6.89,none,64.63,silica_gel_dried,22.91,88.84,67.34,medium,2670,no
Chili_Pepper_00161,Chili Pepper,34.04,37.2,143,vacuum,3.81,physiological,91.88,silica_gel_dried,26.95,61.23,89.11,high,1081,no
Chili_Pepper_00162,Chili Pepper,38.55,52.0,3,plastic,6.4,physiological,91.88,silica_gel_dried,25.13,91.86,91.91,high,2784,no
Chili_Pepper_00163,Chili Pepper,16.55,85.45,69,paper,10.54,morphological,74.37,air-dried,22.71,69.79,74.17,medium,1266,no
Chili_Pepper_00164,Chili Pepper,31.26,78.33,51,foil,8.22,none,64.13,oven-dried,23.18,79.81,62.63,low,2397,yes
Chili_Pepper_00165,Chili Pepper,35.71,35.62,9,vacuum,3.79,physiological,73.89,silica_gel_dried,30.23,89.32,69.57,medium,2348,no
Chili_Pepper_00166,Chili Pepper,23.65,42.16,49,foil,4.61,none,64.29,oven-dried,26.34,92.38,64.79,low,1128,yes
Chili_Pepper_00167,Chili Pepper,36.01,82.13,21,vacuum,8.77,physiological,79.61,silica_gel_dried,31.53,71.61,69.91,medium,1447,no
Chili_Pepper_00168,Chili Pepper,-3.88,57.64,44,vacuum,5.01,none,82.22,air-dried,33.23,66.08,82.03,medium,266,no
Chili_Pepper_00169,Chili Pepper,7.76,59.6,40,vacuum,5.66,none,85.3,air-dried,28.65,83.74,84.18,medium,268,no
Chili_Pepper_00170,Chili Pepper,8.03,61.39,118,paper,9.71,none,82.07,silica_gel_dried,28.27,65.59,84.49,medium,111,yes
Chili_Pepper_00171,Chili Pepper,0.67,74.95,43,foil,8.28,none,80.77,oven-dried,33.93,76.06,79.11,medium,305,no
Chili_Pepper_00172,Chili Pepper,37.8,23.5,75,foil,3.0,physiological,90.28,sun-dried,32.92,82.28,89.77,high,2105,no
Chili_Pepper_00173,Chili Pepper,-3.57,36.5,2,plastic,5.97,morphological,78.57,silica_gel_dried,27.15,94.77,77.08,medium,1769,no
Chili_Pepper_00174,Chili Pepper,26.61,30.74,134,foil,3.0,morphological,95.77,silica_gel_dried,26.35,84.55,97.03,high,387,no
Chili_Pepper_00175,Chili Pepper,-1.65,66.77,49,foil,5.49,none,67.62,air-dried,20.53,70.02,66.26,medium,209,no
Chili_Pepper_00176,Chili Pepper,11.96,65.51,104,foil,6.56,none,71.34,sun-dried,28.45,89.79,71.7,medium,2332,no
Chili_Pepper_00177,Chili Pepper,14.65,21.86,114,plastic,4.42,none,68.52,silica_gel_dried,28.51,83.03,68.35,medium,1181,no
Chili_Pepper_00178,Chili Pepper,3.53,34.44,9,vacuum,3.0,none,84.58,oven-dried,32.53,91.51,85.6,high,1742,no
Chili_Pepper_00179,Chili Pepper,19.49,25.5,26,vacuum,3.0,morphological,84.01,silica_gel_dried,24.74,84.29,81.93,medium,146,yes
Chili_Pepper_00180,Chili Pepper,20.14,90.06,113,plastic,10.93,none,92.83,silica_gel_dried,30.08,84.8,93.35,high,2704,no
Chili_Pepper_00181,Chili Pepper,9.9,29.1,25,vacuum,3.0,none,89.21,oven-dried,30.93,71.15,89.89,high,1164,no
Chili_Pepper_00182,Chili Pepper,29.64,38.88,76,vacuum,4.0,none,65.93,silica_gel_dried,20.56,81.04,67.79,medium,1382,no
Chili_Pepper_00183,Chili Pepper,2.53,80.7,13,paper,11.66,none,83.04,silica_gel_dried,28.81,73.93,86.64,high,1632,no
Chili_Pepper_00184,Chili Pepper,4.05,88.9,62,plastic,11.12,physiological,67.74,silica_gel_dried,34.04,65.55,68.85,medium,1135,no
Chili_Pepper_00185,Chili Pepper,11.66,35.24,56,vacuum,3.0,none,71.16,air-dried,22.2,64.25,69.16,medium,2785,no
Chili_Pepper_00186,Chili Pepper,12.78,73.69,107,plastic,9.22,none,88.93,oven-dried,25.74,84.56,86.53,high,84,yes
Chili_Pepper_00187,Chili Pepper,4.7,43.52,55,plastic,6.91,physiological,68.85,air-dried,34.11,77.0,68.56,medium,1862,no
Chili_Pepper_00188,Chili Pepper,38.18,26.36,92,plastic,5.29,none,95.76,oven-dried,24.42,64.78,59.43,low,1786,yes
Chili_Pepper_00189,Chili Pepper,33.92,30.19,106,foil,3.24,physiological,89.38,sun-dried,23.37,84.17,88.66,high,899,no
Chili_Pepper_00190,Chili Pepper,0.02,44.56,144,paper,8.89,none,80.01,sun-dried,34.04,65.16,75.77,medium,2402,no
Chili_Pepper_00191,Chili Pepper,12.37,21.74,10,paper,6.33,physiological,71.81,air-dried,30.03,88.49,71.41,medium,1610,no
Chili_Pepper_00192,Chili Pepper,5.94,83.97,84,paper,10.93,none,64.04,air-dried,30.78,87.91,67.83,medium,323,no
Chili_Pepper_00193,Chili Pepper,16.2,80.06,13,foil,7.57,none,98.16,air-dried,21.91,65.99,97.41,high,422,no
