seed_lot_id,species,storage_temperature,storage_relative_humidity,storage_duration_months,packaging_type,seed_moisture_content,dormancy_type,initial_viability,drying_method,germination_temperature,germination_relative_humidity,final_germination_percentage,viability_class,remaining_seed_stock,regeneration_needed
Eggplant_00084,Eggplant,4.48,56.64,136,paper,9.58,physiological,95.27,silica_gel_dried,24.67,79.35,93.16,high,768,no
Eggplant_00085,Eggplant,3.26,31.18,12,paper,6.46,none,81.3,oven-dried,31.41,94.06,79.25,medium,1573,no
Eggplant_00086,Eggplant,15.54,62.28,95,plastic,8.35,none,74.18,sun-dried,32.95,85.84,71.47,medium,2024,no
Eggplant_00087,Eggplant,10.99,86.18,104,vacuum,8.33,morphological,63.55,silica_gel_dried,34.33,78.68,65.65,medium,2274,no
Eggplant_00088,Eggplant,40.46,24.74,23,plastic,5.76,none,73.94,oven-dried,27.12,80.67,72.79,medium,1412,no
Eggplant_00089,Eggplant,1.72,31.09,12,paper,7.1,none,80.1,sun-dried,33.09,78.0,84.73,medium,2099,no
Eggplant_00090,Eggplant,34.69,39.61,126,plastic,7.05,physiological,61.27,oven-dried,31.26,62.03,0.0,non-viable,129,yes
Eggplant_00091,Eggplant,26.46,89.78,133,foil,8.28,none,59.06,air-dried,26.43,94.61,3.54,non-viable,1359,yes
Eggplant_00092,Eggplant,0.14,52.13,105,plastic,7.3,none,61.33,air-dried,22.44,82.64,64.48,low,1126,yes
Eggplant_00093,Eggplant,-0.85,63.17,118,paper,10.23,none,78.49,oven-dried,22.18,70.94,82.23,medium,1794,no
Eggplant_00094,Eggplant,40.42,75.47,128,foil,8.67,morphological,84.81,silica_gel_dried,25.07,89.84,0.0,non-viable,2079,yes
Eggplant_00095,Eggplant,4.13,30.18,86,plastic,5.41,none,67.29,silica_gel_dried,26.02,75.47,68.56,medium,2448,no
Eggplant_00096,Eggplant,-1.15,36.08,35,paper,6.93,morphological,71.75,oven-dried,24.13,80.28,74.27,medium,1882,no
Eggplant_00097,Eggplant,7.66,69.37,27,plastic,9.14,none,71.49,sun-dried,26.61,90.95,72.26,medium,1015,no
Eggplant_00098,Eggplant,25.56,54.59,122,plastic,6.79,none,89.47,air-dried,30.61,85.62,91.69,high,557,no
Eggplant_00099,Eggplant,20.7,87.86,83,glass_jar,9.09,physiological,63.67,air-dried,30.77,62.87,62.5,low,2375,yes
Eggplant_00100,Eggplant,27.75,66.44,57,foil,5.76,physiological,78.13,oven-dried,27.6,65.37,78.87,medium,1115,no
Eggplant_00101,Eggplant,40.27,65.7,105,vacuum,5.89,none,59.82,air-dried,34.33,86.52,2.06,non-viable,572,yes
Eggplant_00102,Eggplant,8.05,80.78,6,vacuum,6.91,physiological,81.71,silica_gel_dried,30.54,84.98,81.34,medium,839,no
Eggplant_00103,Eggplant,5.98,82.74,42,paper,12.82,physiological,70.35,air-dried,33.78,72.36,70.98,medium,1837,no
Eggplant_00104,Eggplant,34.75,32.23,44,vacuum,4.13,none,99.0,silica_gel_dried,29.7,62.9,99.0,high,847,no
Eggplant_00105,Eggplant,5.54,91.57,68,plastic,10.32,morphological,76.19,oven-dried,33.7,60.54,75.89,medium,2651,no
Eggplant_00106,Eggplant,27.38,48.89,116,plastic,7.06,none,79.61,silica_gel_dried,32.37,64.92,82.94,medium,2657,no
Eggplant_00107,Eggplant,2.21,30.85,117,vacuum,3.0,none,62.12,sun-dried,25.33,84.25,60.69,low,525,yes
Eggplant_00108,Eggplant,4.57,85.68,4,paper,12.17,none,65.47,air-dried,29.52,67.26,67.37,medium,2417,no
Eggplant_00109,Eggplant,-1.82,79.27,86,plastic,10.12,none,84.3,air-dried,22.8,70.55,86.54,high,2529,no
Eggplant_00110,Eggplant,30.23,76.56,144,foil,7.09,morphological,93.74,air-dried,28.87,63.49,0.88,non-viable,2689,yes
Eggplant_00111,Eggplant,3.46,63.02,59,plastic,7.71,none,56.34,sun-dried,25.12,75.59,56.0,low,2834,yes
Eggplant_00112,Eggplant,0.84,46.05,75,glass_jar,5.01,morphological,77.3,air-dried,27.88,78.37,80.4,medium,2079,no
Eggplant_00113,Eggplant,5.57,81.17,37,plastic,9.75,none,96.36,air-dried,33.15,86.51,95.78,high,2200,no
Eggplant_00114,Eggplant,8.13,20.62,65,plastic,3.69,none,84.45,sun-dried,34.94,63.88,86.55,high,469,no
Eggplant_00115,Eggplant,-3.41,26.98,48,foil,3.12,physiological,64.18,sun-dried,33.72,70.89,67.84,medium,2044,no
Eggplant_00116,Eggplant,6.96,27.48,47,foil,3.0,physiological,65.11,air-dried,33.28,93.15,62.34,low,2433,yes
Eggplant_00117,Eggplant,26.44,23.25,136,foil,3.0,none,73.2,sun-dried,32.26,78.62,73.79,medium,1955,no
Eggplant_00118,Eggplant,30.72,42.78,104,vacuum,3.75,none,64.18,air-dried,29.7,81.17,61.86,low,505,yes
Eggplant_00119,Eggplant,5.62,67.64,64,glass_jar,6.95,morphological,69.34,oven-dried,34.04,82.39,67.1,medium,1112,no
Eggplant_00120,Eggplant,23.76,51.49,126,plastic,7.23,none,66.48,silica_gel_dried,33.93,73.15,65.03,medium,638,no
Eggplant_00121,Eggplant,37.88,79.55,116,foil,9.28,physiological,70.04,silica_gel_dried,33.4,85.52,0.0,non-viable,1685,yes
Eggplant_00122,Eggplant,20.46,68.88,82,plastic,8.99,physiological,82.86,silica_gel_dried,28.51,84.9,81.14,medium,820,no
Eggplant_00123,Eggplant,12.58,33.55,48,paper,7.04,none,71.5,oven-dried,29.36,64.06,70.64,medium,420,no
Eggplant_00124,Eggplant,-4.38,28.72,41,plastic,4.67,none,93.47,air-dried,31.61,85.62,93.08,high,1426,no
Eggplant_00125,Eggplant,33.98,74.86,20,plastic,9.72,none,88.36,air-dried,33.13,69.46,13.37,non-viable,1207,yes
Eggplant_00126,Eggplant,33.38,45.61,54,plastic,6.46,none,77.33,air-dried,25.93,85.58,78.69,medium,2082,no
Eggplant_00127,Eggplant,-1.25,76.66,54,plastic,9.3,physiological,81.26,air-dried,22.53,69.73,82.38,medium,313,no
Eggplant_00128,Eggplant,3.07,88.11,1,glass_jar,8.69,none,75.88,sun-dried,30.34,65.17,74.45,medium,590,no
Eggplant_00129,Eggplant,34.39,81.91,80,paper,10.6,physiological,77.76,air-dried,28.47,60.58,4.09,non-viable,640,yes
Eggplant_00130,Eggplant,21.52,32.6,138,vacuum,3.51,none,90.95,oven-dried,30.8,86.4,95.17,high,2230,no
Eggplant_00131,Eggplant,11.44,48.86,86,paper,8.87,none,70.14,air-dried,26.48,67.34,70.39,medium,1858,no
Eggplant_00132,Eggplant,1.82,34.31,116,vacuum,3.0,morphological,66.52,silica_gel_dried,22.44,71.57,64.08,low,1162,yes
Eggplant_00133,Eggplant,-0.37,83.21,116,plastic,10.0,none,88.6,silica_gel_dried,27.22,77.58,89.25,high,2507,no
Eggplant_00134,Eggplant,21.33,72.38,80,foil,7.2,none,78.26,silica_gel_dried,30.92,69.13,78.48,medium,232,no
Eggplant_00135,Eggplant,28.37,76.95,47,vacuum,6.8,physiological,74.82,oven-dried,28.11,73.1,75.19,medium,2526,no
Eggplant_00136,Eggplant,39.69,79.27,132,glass_jar,8.38,physiological,56.35,sun-dried,29.62,80.42,0.0,non-viable,2741,yes
Eggplant_00137,Eggplant,30.16,67.28,136,plastic,9.76,none,56.06,sun-dried,26.85,69.19,1.31,non-viable,1209,yes
Eggplant_00138,Eggplant,12.5,62.41,107,glass_jar,7.05,none,86.66,oven-dried,24.14,65.08,89.78,high,1323,no
Eggplant_00139,Eggplant,30.65,84.25,73,glass_jar,8.05,none,83.44,silica_gel_dried,27.97,70.16,4.75,non-viable,2579,yes
Eggplant_00140,Eggplant,-1.66,31.54,118,paper,7.5,none,64.25,oven-dried,26.74,76.02,63.74,low,429,yes
Eggplant_00141,Eggplant,24.23,61.34,78,paper,9.97,none,68.39,sun-dried,34.3,85.81,38.38,non-viable,1695,yes
Eggplant_00142,Eggplant,28.87,77.61,113,paper,11.02,none,97.06,air-dried,23.19,76.02,0.0,non-viable,2768,yes
Eggplant_00143,Eggplant,-3.03,82.75,84,foil,8.5,morphological,94.13,air-dried,25.03,69.04,94.74,high,863,no
Eggplant_00144,Eggplant,13.58,65.47,137,foil,7.0,physiological,86.79,oven-dried,27.09,68.95,86.02,high,2644,no
Eggplant_00145,Eggplant,2.58,56.42,21,vacuum,5.43,none,59.96,sun-dried,28.29,61.2,58.34,low,1966,yes
Eggplant_00146,Eggplant,7.98,22.24,74,foil,3.0,physiological,68.47,silica_gel_dried,34.8,66.9,65.03,medium,2464,no
Eggplant_00147,Eggplant,5.65,24.73,89,vacuum,3.0,none,65.07,air-dried,27.45,77.64,65.33,medium,1487,no
Eggplant_00148,Eggplant,9.32,35.24,28,plastic,5.93,morphological,90.48,sun-dried,27.53,67.99,91.58,high,282,no
Eggplant_00149,Eggplant,1.4,60.05,2,plastic,8.4,physiological,70.6,silica_gel_dried,33.24,71.23,69.29,medium,1978,no
Eggplant_00150,Eggplant,27.63,84.35,128,foil,7.98,none,76.35,air-dried,34.74,79.52,2.25,non-viable,409,yes
Eggplant_00151,Eggplant,-2.52,91.43,80,paper,12.07,none,56.06,sun-dried,31.89,87.53,57.17,low,2909,yes
Eggplant_00152,Eggplant,22.33,46.49,130,foil,4.85,none,53.82,sun-dried,28.04,92.79,52.52,low,142,yes
Eggplant_00153,Eggplant,3.45,72.97,124,foil,7.82,none,55.46,sun-dried,33.86,71.09,53.54,low,2009,yes
Eggplant_00154,Eggplant,18.81,49.69,21,plastic,6.66,none,95.62,silica_gel_dried,34.79,72.88,93.75,high,2382,no
Eggplant_00155,Eggplant,8.23,27.97,142,foil,3.6,none,77.79,sun-dried,24.61,80.51,75.85,medium,694,no
Eggplant_00156,Eggplant,12.39,82.21,118,plastic,11.41,none,81.39,sun-dried,33.22,88.36,82.62,medium,1390,no
Eggplant_00157,Eggplant,18.71,20.01,134,plastic,4.2,none,60.23,oven-dried,24.74,89.74,57.68,low,2479,yes
Eggplant_00158,Eggplant,0.75,74.73,142,plastic,9.6,physiological,72.63,sun-dried,32.18,89.86,72.42,medium,2460,no
Eggplant_00159,Eggplant,1.14,73.59,118,glass_jar,7.34,none,77.57,silica_gel_dried,33.29,87.3,79.8,medium,1422,no
Eggplant_00160,Eggplant,34.69,35.02,140,foil,4.2,none,88.08,silica_gel_dried,30.86,73.69,91.48,high,2337,no
Eggplant_00161,Eggplant,13.43,77.49,2,foil,7.6,morphological,67.71,silica_gel_dried,29.7,67.03,68.02,medium,1447,no
Eggplant_00162,Eggplant,2.97,57.65,119,foil,6.63,none,87.41,silica_gel_dried,28.97,70.37,85.89,high,1250,no
Eggplant_00163,Eggplant,32.66,82.44,71,vacuum,8.95,none,63.12,oven-dried,24.39,64.01,0.0,non-viable,2874,yes
Eggplant_00164,Eggplant,37.78,53.8,59,paper,8.42,none,92.45,silica_gel_dried,23.01,65.71,0.65,non-viable,577,yes
Eggplant_00165,Eggplant,33.99,79.56,43,paper,12.03,none,83.18,air-dried,32.24,82.51,1.78,non-viable,734,yes
Eggplant_00166,Eggplant,28.56,41.31,56,paper,8.25,none,74.33,silica_gel_dried,32.73,82.65,70.37,medium,2298,no
Eggplant_00167,Eggplant,-0.33,34.14,13,vacuum,3.25,physiological,53.71,sun-dried,24.07,61.16,52.1,low,578,yes
Eggplant_00168,Eggplant,37.93,29.34,123,paper,7.57,none,69.08,air-dried,27.61,66.77,4.38,non-viable,99,yes
Eggplant_00169,Eggplant,22.17,59.8,70,plastic,7.27,none,61.94,air-dried,30.84,82.72,62.7,low,2269,yes
Eggplant_00170,Eggplant,37.31,64.11,102,plastic,9.19,none,98.95,oven-dried,27.16,84.33,0.16,non-viable,111,yes
Eggplant_00171,Eggplant,21.49,39.16,121,plastic,5.19,none,78.46,silica_gel_dried,32.91,65.83,76.47,medium,2785,no
Eggplant_00172,Eggplant,-4.54,39.45,97,plastic,6.77,none,69.24,sun-dried,33.77,60.25,69.43,medium,2653,no
Eggplant_00173,Eggplant,41.73,45.7,19,foil,4.64,none,78.52,sun-dried,33.6,71.18,81.12,medium,412,no
Eggplant_00174,Eggplant,1.22,63.57,39,foil,6.73,none,57.91,sun-dried,34.23,88.75,61.11,low,458,yes
Eggplant_00175,Eggplant,27.55,53.09,79,vacuum,5.48,physiological,94.89,silica_gel_dried,24.28,84.31,92.47,high,2886,no
Eggplant_00176,Eggplant,10.71,49.08,1,plastic,7.13,none,75.02,sun-dried,24.46,92.76,69.49,medium,132,yes
Eggplant_00177,Eggplant,3.47,69.8,80,foil,7.4,none,73.87,oven-dried,30.72,61.23,76.37,medium,917,no
Eggplant_00178,Eggplant,1.61,65.48,49,vacuum,6.11,none,90.69,air-dried,28.26,87.22,90.82,high,2838,no
Eggplant_00179,Eggplant,26.45,37.11,15,vacuum,3.82,morphological,59.93,oven-dried,31.99,74.38,60.86,low,1960,yes
Eggplant_00180,Eggplant,9.28,33.27,19,paper,6.53,physiological,76.67,sun-dried,31.27,72.85,79.36,medium,2586,no
Eggplant_00181,Eggplant,23.84,31.97,106,glass_jar,4.11,none,86.54,sun-dried,32.64,67.5,90.77,high,1137,no
Eggplant_00182,Eggplant,38.97,84.56,143,plastic,9.47,none,92.03,air-dried,22.3,92.23,0.0,non-viable,791,yes
Eggplant_00183,Eggplant,4.54,40.15,28,foil,4.84,none,79.96,silica_gel_dried,23.23,72.87,80.21,medium,2254,no
Eggplant_00184,Eggplant,0.62,72.06,46,plastic,9.06,none,80.64,silica_gel_dried,28.75,92.67,86.29,high,1875,no
Eggplant_00185,Eggplant,13.43,48.05,1,vacuum,3.85,physiological,83.45,oven-dried,28.09,73.83,86.29,high,1373,no
Eggplant_00186,Eggplant,27.64,61.77,19,foil,6.6,none,63.85,oven-dried,25.14,68.25,60.63,low,1290,yes
Eggplant_00187,Eggplant,39.41,33.81,38,paper,8.35,none,75.08,air-dried,22.54,71.26,2.68,non-viable,603,yes
Eggplant_00188,Eggplant,2.68,67.22,23,glass_jar,7.21,none,71.9,silica_gel_dried,23.65,88.43,71.83,medium,2570,no
Eggplant_00189,Eggplant,16.56,83.83,72,paper,12.7,none,61.37,air-dried,24.47,77.19,60.32,low,2715,yes
Eggplant_00190,Eggplant,8.11,68.54,19,plastic,9.42,none,72.04,oven-dried,31.87,93.58,70.71,medium,2024,no
Eggplant_00191,Eggplant,4.62,38.51,67,paper,7.56,none,86.77,air-dried,22.15,73.65,85.74,high,825,no
Eggplant_00192,Eggplant,9.49,54.37,73,foil,4.52,none,68.77,silica_gel_dried,23.56,67.38,70.49,medium,1471,no
Eggplant_00193,Eggplant,32.39,30.85,140,plastic,5.12,none,60.23,oven-dried,33.05,64.61,57.99,low,2752,yes
Eggplant_00194,Eggplant,-0.64,35.83,26,plastic,6.87,none,62.88,silica_gel_dried,34.14,85.05,66.43,medium,2514,no
Eggplant_00195,Eggplant,35.84,61.9,17,plastic,7.9,none,79.32,silica_gel_dried,29.11,91.88,81.76,medium,1012,no
Eggplant_00196,Eggplant,34.18,27.31,124,vacuum,3.0,physiological,73.02,sun-dried,31.4,73.42,69.04,medium,2907,no
Eggplant_00197,Eggplant,27.04,86.5,118,foil,9.23,morphological,65.34,air-dried,24.9,68.3,0.0,non-viable,715,yes
Eggplant_00198,Eggplant,8.9,22.93,13,plastic,5.11,physiological,64.86,air-dried,31.95,72.58,63.96,low,765,yes
Eggplant_00199,Eggplant,2.81,23.38,10,glass_jar,3.0,physiological,80.66,silica_gel_dried,28.52,75.81,83.13,medium,249,no
Eggplant_00200,Eggplant,38.19,41.43,54,paper,7.89,none,94.52,silica_gel_dried,23.51,73.23,0.56,non-viable,1621,yes
Eggplant_00201,Eggplant,-1.64,41.57,109,plastic,5.91,physiological,67.37,sun-dried,33.6,63.94,69.13,medium,410,no
Eggplant_00202,Eggplant,17.3,74.21,144,foil,7.37,none,84.53,sun-dried,22.38,78.16,80.61,medium,1632,no
Eggplant_00203,Eggplant,11.93,41.44,65,glass_jar,5.02,none,70.47,oven-dried,32.08,84.79,65.71,medium,2375,no
Eggplant_00204,Eggplant,2.51,59.68,97,vacuum,3.96,none,58.57,sun-dried,30.09,60.65,56.91,low,757,yes
Eggplant_00205,Eggplant,40.49,89.68,78,plastic,10.28,physiological,91.89,air-dried,31.9,87.92,0.0,non-viable,708,yes
Eggplant_00206,Eggplant,5.29,39.69,32,vacuum,4.2,morphological,91.17,oven-dried,32.2,89.03,93.62,high,1999,no
